bad_id,day,sales,revenue,Customer Name,invoice_number
1380,2024-11-15,1,8255.0,Joseph Washington,INV-2024-03072
1381,2024-11-15,1,73255.0,Julie Valentine,INV-2024-02719
1382,2024-11-15,1,87053.0,Kathleen Livingston,INV-2024-01207
1383,2024-11-15,1,62807.0,Kelly Thomas,INV-2024-01337
1384,2024-11-15,1,38468.0,Laura Lee,INV-2024-02039
1385,2024-11-15,1,40430.0,Linda Gibson,INV-2024-04001
1386,2024-11-15,1,67335.0,Linda Lopez,INV-2024-04206
1387,2024-11-15,1,15806.0,Lisa Armstrong,INV-2024-03470
1388,2024-11-15,1,20462.0,Lisa Mcdonald,INV-2024-01590
1389,2024-11-15,1,30380.0,Lisa Tran,INV-2024-03816
1390,2024-11-15,1,85372.0,Megan Alvarez,INV-2024-01191
1391,2024-11-15,1,3488.0,Megan Baxter,INV-2024-01772
1392,2024-11-15,1,56463.0,Megan Garrett,INV-2024-00634
1393,2024-11-15,1,81362.0,Michael Pierce,INV-2024-03131
1394,2024-11-15,1,89423.0,Michelle Jensen,INV-2024-04781
1395,2024-11-15,1,86400.0,Michelle Mason,INV-2024-00769
1396,2024-11-15,1,31117.0,Mr. Roberto Cline,INV-2024-01183
1397,2024-11-15,1,11922.0,Mrs. Kara Summers,INV-2024-00402
1398,2024-11-15,1,73489.0,Natalie Davidson,INV-2024-03652
1399,2024-11-15,1,99837.0,Nicole Schmidt,INV-2024-00992
1400,2024-11-15,1,12628.0,Patrick Palmer,INV-2024-04355
1401,2024-11-15,1,27855.0,Rachel Montgomery,INV-2024-02925
1402,2024-11-15,1,54501.0,Rebecca Stanton,INV-2024-01302
1403,2024-11-15,1,18282.0,Robert Mcdonald,INV-2024-01940
1404,2024-11-15,1,94261.0,Roberto Willis,INV-2024-02117
1405,2024-11-15,1,82190.0,Robyn Collins,INV-2024-00995
1406,2024-11-15,1,17539.0,Rodney Stewart,INV-2024-00745
1407,2024-11-15,1,62471.0,Samantha Coleman,INV-2024-03556
1408,2024-11-15,1,46183.0,Scott Dunn,INV-2024-04481
1409,2024-11-15,1,6455.0,Sherri Johnson,INV-2024-04818
1410,2024-11-15,1,60362.0,Susan Thompson,INV-2024-01270
1411,2024-11-15,1,28230.0,Susan Williams,INV-2024-04364
1412,2024-11-15,1,59904.0,Timothy Mclaughlin,INV-2024-02985
1413,2024-11-15,1,36517.0,Todd Long,INV-2024-02149
1414,2024-11-15,1,101.0,Todd Valdez,INV-2024-03041
1415,2024-11-15,1,45684.0,Virginia Galloway,INV-2024-01659
1416,2024-11-15,1,48586.0,Wendy Green,INV-2024-00233
1417,2024-11-14,1,81804.0,Alexandra Richardson,INV-2024-04470
1418,2024-11-14,1,69876.0,Anne Rivers,INV-2024-00762
1419,2024-11-14,1,47717.0,Austin Alexander,INV-2024-04045
1420,2024-11-14,1,6427.0,Barbara Watson,INV-2024-01592
1421,2024-11-14,1,85408.0,Benjamin Calderon,INV-2024-00139
1422,2024-11-14,1,13272.0,Brian Gonzalez,INV-2024-03319
1423,2024-11-14,1,32777.0,Candice Brennan MD,INV-2024-04019
1424,2024-11-14,1,54030.0,Carol Simpson,INV-2024-00325
1425,2024-11-14,1,18464.0,Catherine Mcgee,INV-2024-02590
1426,2024-11-14,1,66145.0,Chad Rodriguez,INV-2024-04919
1427,2024-11-14,1,65862.0,Christopher Medina,INV-2024-04856
1428,2024-11-14,1,56161.0,Colleen Hamilton,INV-2024-03445
1429,2024-11-14,1,80920.0,Courtney Serrano,INV-2024-02977
1430,2024-11-14,1,226.0,Danielle Preston,INV-2024-00132
1431,2024-11-14,1,63515.0,Darryl Roberts,INV-2024-00405
1432,2024-11-14,1,10851.0,Dawn Tanner,INV-2024-03997
1433,2024-11-14,1,25761.0,Debbie Strickland,INV-2024-04516
1434,2024-11-14,1,6776.0,Deborah Fisher,INV-2024-04298
1435,2024-11-14,1,64341.0,Deborah Martinez,INV-2024-03146
1436,2024-11-14,1,73881.0,Derek Robinson,INV-2024-02667
1437,2024-11-14,1,30477.0,Edward Mercer,INV-2024-00955
1438,2024-11-14,1,91771.0,Elizabeth Porter,INV-2024-04214
1439,2024-11-14,1,38478.0,Elizabeth Spence,INV-2024-00432
1440,2024-11-14,1,93157.0,Emily Hammond,INV-2024-04541
1441,2024-11-14,1,63596.0,Eric Wall,INV-2024-03250
1442,2024-11-14,1,66447.0,Erin Brock,INV-2024-01471
1443,2024-11-14,1,34455.0,Erin Nelson,INV-2024-02350
1444,2024-11-14,1,11817.0,Gary Duran,INV-2024-01465
1445,2024-11-14,1,28144.0,Gary Duran,INV-2024-04628
1446,2024-11-14,1,86922.0,Gary Martin,INV-2024-03081
1447,2024-11-14,1,73069.0,Gary Stephens,INV-2024-02729
1448,2024-11-14,1,89671.0,George Thornton,INV-2024-00109
1449,2024-11-14,1,40686.0,Hayley Padilla,INV-2024-00966
1450,2024-11-14,1,13940.0,Heather Jackson,INV-2024-04118
1451,2024-11-14,1,97467.0,Jared Sullivan,INV-2024-00146
1452,2024-11-14,1,61621.0,Jessica Robbins,INV-2024-04162
1453,2024-11-14,1,96611.0,John Brady,INV-2024-01619
1454,2024-11-14,1,2211.0,Jonathan Hebert,INV-2024-03781
1455,2024-11-14,1,39084.0,Jordan Fry,INV-2024-00241
1456,2024-11-14,1,90607.0,Joshua Lin,INV-2024-04394
1457,2024-11-14,1,4937.0,Joshua Robles,INV-2024-01280
1458,2024-11-14,1,73414.0,Juan Duke,INV-2024-04512
1459,2024-11-14,1,31649.0,Julie Palmer,INV-2024-03417
1460,2024-11-14,1,81047.0,Justin Gross,INV-2024-03784
1461,2024-11-14,1,80317.0,Kenneth Scott,INV-2024-02757
1462,2024-11-14,1,81553.0,Kevin Ellison,INV-2024-03657
1463,2024-11-14,1,47623.0,Kimberly Aguirre,INV-2024-00672
1464,2024-11-14,1,17215.0,Kimberly Anderson,INV-2024-00016
1465,2024-11-14,1,28723.0,Kimberly Coleman,INV-2024-00861
1466,2024-11-14,1,34873.0,Kimberly Lucas,INV-2024-02241
1467,2024-11-14,1,83739.0,Kristen Arellano,INV-2024-03345
1468,2024-11-14,1,64616.0,Kristen Fuentes,INV-2024-04572
1469,2024-11-14,1,61239.0,Kristin Hurley,INV-2024-01258
1470,2024-11-14,1,48285.0,Kylie Martinez,INV-2024-04906
1471,2024-11-14,1,39200.0,Lawrence Keller,INV-2024-04356
1472,2024-11-14,1,96191.0,Leonard Chavez,INV-2024-02416
1473,2024-11-14,1,37005.0,Linda Brown,INV-2024-01525
1474,2024-11-14,1,59841.0,Linda Lopez,INV-2024-04487
1475,2024-11-14,1,77183.0,Lindsey Young,INV-2024-03326
1476,2024-11-14,1,25442.0,Lisa Gardner,INV-2024-02964
1477,2024-11-14,1,39447.0,Lisa Tucker,INV-2024-02005
1478,2024-11-14,1,62266.0,Margaret Hamilton,INV-2024-00770
1479,2024-11-14,1,66187.0,Miss Nicole Hawkins DDS,INV-2024-00777
1480,2024-11-14,1,71878.0,Misty Byrd,INV-2024-00469
1481,2024-11-14,1,96071.0,Mrs. Monique Washington,INV-2024-02284
1482,2024-11-14,1,14343.0,Omar White,INV-2024-02088
1483,2024-11-14,1,15454.0,Paige Smith,INV-2024-02670
1484,2024-11-14,1,42914.0,Patricia Knight,INV-2024-01773
1485,2024-11-14,1,67253.0,Paul Martinez,INV-2024-03620
1486,2024-11-14,1,71052.0,Raymond Cooper,INV-2024-02591
1487,2024-11-14,1,47331.0,Raymond Price,INV-2024-02974
1488,2024-11-14,1,62846.0,Richard Deleon,INV-2024-04407
1489,2024-11-14,1,20802.0,Shannon Barrera,INV-2024-03400
1490,2024-11-14,1,6318.0,Shannon Snow,INV-2024-03352
1491,2024-11-14,1,15200.0,Sonya Callahan,INV-2024-01653
1492,2024-11-14,1,55310.0,Stephen Smith,INV-2024-04468
1493,2024-11-14,1,18042.0,Terri Lee,INV-2024-01333
1494,2024-11-14,1,38640.0,Tina King,INV-2024-02473
1495,2024-11-14,1,60322.0,Trevor Spencer,INV-2024-03876
1496,2024-11-14,1,49303.0,William Burgess,INV-2024-02835
1497,2024-11-14,1,3697.0,William Harper,INV-2024-03422
1498,2024-11-13,1,61759.0,Aaron Boyd,INV-2024-02988
1499,2024-11-13,1,66212.0,Alejandro Kim,INV-2024-01435
1500,2024-11-13,1,55916.0,Alex Aguilar,INV-2024-03796
1501,2024-11-13,1,18132.0,Alexandria Davis,INV-2024-00018
1502,2024-11-13,1,6288.0,Alexandria Moore,INV-2024-04984
1503,2024-11-13,1,9617.0,Allison Sosa,INV-2024-00635
1504,2024-11-13,1,37768.0,Annette Smith,INV-2024-02209
1505,2024-11-13,1,68503.0,April Coffey,INV-2024-02542
1506,2024-11-13,1,96156.0,Austin Christensen,INV-2024-01135
1507,2024-11-13,1,83516.0,Blake Brady,INV-2024-01586
1508,2024-11-13,1,39609.0,Brian Copeland,INV-2024-01587
1509,2024-11-13,1,90534.0,Brian Mcdonald,INV-2024-03442
1510,2024-11-13,1,40434.0,Brian Peterson,INV-2024-04055
1511,2024-11-13,1,70575.0,Brittany Becker,INV-2024-02797
1512,2024-11-13,1,24240.0,Brooke Jackson,INV-2024-04747
1513,2024-11-13,1,38769.0,Bryan Harris,INV-2024-01941
1514,2024-11-13,1,51499.0,Caleb Mullins,INV-2024-02613
1515,2024-11-13,1,45773.0,Carol Martinez,INV-2024-00714
1516,2024-11-13,1,14241.0,Colin Lane,INV-2024-03382
1517,2024-11-13,1,73329.0,Crystal Rodriguez,INV-2024-03690
1518,2024-11-13,1,47159.0,Daniel Kelly,INV-2024-02565
1519,2024-11-13,1,80270.0,Daniel Salazar,INV-2024-00039
1520,2024-11-13,1,17602.0,Daniel Vasquez,INV-2024-01699
1521,2024-11-13,1,64747.0,Deborah Thompson,INV-2024-02507
1522,2024-11-13,1,60191.0,Denise Moss,INV-2024-01564
1523,2024-11-13,1,29134.0,Dennis Lewis,INV-2024-01123
1524,2024-11-13,1,66698.0,Elizabeth Sweeney,INV-2024-04873
1525,2024-11-13,1,60978.0,Erica Moore,INV-2024-01034
1526,2024-11-13,1,32194.0,Frank Zuniga,INV-2024-04412
1527,2024-11-13,1,15957.0,Ian Hernandez,INV-2024-03782
1528,2024-11-13,1,85662.0,Jeff Hale,INV-2024-02847
1529,2024-11-13,1,88334.0,Jenny Wilkerson,INV-2024-01436
1530,2024-11-13,1,23830.0,Jerry Harvey,INV-2024-04042
1531,2024-11-13,1,27159.0,Jessica Guerrero,INV-2024-00876
1532,2024-11-13,1,14410.0,Jessica Smith,INV-2024-03471
1533,2024-11-13,1,4882.0,Joel Key,INV-2024-04585
1534,2024-11-13,1,36322.0,Joseph Fuller,INV-2024-03169
1535,2024-11-13,1,19194.0,Joseph Morgan,INV-2024-03820
1536,2024-11-13,1,52427.0,Joshua Hunt,INV-2024-00660
1537,2024-11-13,1,80851.0,Katelyn Barnes,INV-2024-04124
1538,2024-11-13,1,78346.0,Kaylee Ramirez,INV-2024-00757
1539,2024-11-13,1,34697.0,Kendra Finley DDS,INV-2024-02357
1540,2024-11-13,1,95555.0,Kenneth Stevens,INV-2024-01081
1541,2024-11-13,1,43283.0,Kevin Hurley,INV-2024-00865
1542,2024-11-13,1,73798.0,Kimberly Conner,INV-2024-02145
1543,2024-11-13,1,15424.0,Kimberly King,INV-2024-01945
1544,2024-11-13,1,21690.0,Kimberly Reynolds,INV-2024-00034
1545,2024-11-13,1,66092.0,Kyle Cruz,INV-2024-04463
1546,2024-11-13,1,40274.0,Lacey Haynes,INV-2024-00251
1547,2024-11-13,1,77426.0,Lindsey Young,INV-2024-03539
1548,2024-11-13,1,2964.0,Lisa Brown,INV-2024-03148
1549,2024-11-13,1,21450.0,Melissa Gray,INV-2024-02178
1550,2024-11-13,1,57641.0,Michelle Mccall,INV-2024-01643
1551,2024-11-13,1,87563.0,Mr. Bruce Brown,INV-2024-03243
1552,2024-11-13,1,37131.0,Mr. Jason Scott,INV-2024-00406
1553,2024-11-13,1,52814.0,Nancy Livingston,INV-2024-02163
1554,2024-11-13,1,36199.0,Nathan Luna,INV-2024-01479
1555,2024-11-13,1,7128.0,Nicholas Summers,INV-2024-03814
1556,2024-11-13,1,80307.0,Nicole Schmidt,INV-2024-04425
1557,2024-11-13,1,96604.0,Patricia Wall,INV-2024-04653
1558,2024-11-13,1,94067.0,Paul Hill,INV-2024-04148
1559,2024-11-13,1,56983.0,Penny Jackson,INV-2024-03959
1560,2024-11-13,1,58713.0,Penny Nelson,INV-2024-03903
1561,2024-11-13,1,6849.0,Phillip Gordon,INV-2024-03488
1562,2024-11-13,1,30718.0,Rachel Peterson,INV-2024-02993
1563,2024-11-13,1,47923.0,Randy Stephens,INV-2024-03838
1564,2024-11-13,1,99194.0,Rhonda Wilson,INV-2024-01084
1565,2024-11-13,1,13750.0,Richard Green,INV-2024-04942
1566,2024-11-13,1,93863.0,Robert Smith,INV-2024-01931
1567,2024-11-13,1,66473.0,Ronald Harding,INV-2024-03355
1568,2024-11-13,1,5375.0,Ronald Smith,INV-2024-02421
1569,2024-11-13,1,47426.0,Rose Barton,INV-2024-02016
1570,2024-11-13,1,40845.0,Ryan Sullivan,INV-2024-01023
1571,2024-11-13,1,46989.0,Samantha Franklin,INV-2024-03095
1572,2024-11-13,1,4208.0,Sara Brown,INV-2024-00150
1573,2024-11-13,1,13606.0,Sarah Wilson,INV-2024-00562
1574,2024-11-13,1,11285.0,Shannon Chambers,INV-2024-00356
1575,2024-11-13,1,92712.0,Steven Wallace,INV-2024-04238
1576,2024-11-13,1,98366.0,Tanya Hickman,INV-2024-02249
1577,2024-11-13,1,99131.0,Terry Rice,INV-2024-00873
1578,2024-11-13,1,62863.0,Thomas Hoffman,INV-2024-01262
1579,2024-11-13,1,72447.0,Tiffany Johnston,INV-2024-00971
1580,2024-11-13,1,16289.0,Wendy Lutz,INV-2024-03523
1581,2024-11-13,1,16378.0,Wyatt Hebert,INV-2024-01679
1582,2024-11-12,1,60580.0,Amy Odom,INV-2024-03710
1583,2024-11-12,1,24065.0,Angela Murray,INV-2024-02327
1584,2024-11-12,1,25056.0,Anthony Guzman,INV-2024-00131
1585,2024-11-12,1,83375.0,Anthony Mcmillan,INV-2024-04041
1586,2024-11-12,1,55727.0,Anthony Monroe,INV-2024-00174
1587,2024-11-12,1,12945.0,Ashley Flynn,INV-2024-02935
1588,2024-11-12,1,57190.0,Bradley Perry,INV-2024-00664
1589,2024-11-12,1,33918.0,Charles Morris,INV-2024-04593
1590,2024-11-12,1,75904.0,Chelsea Evans,INV-2024-02740
1591,2024-11-12,1,71391.0,Christine Conner,INV-2024-00696
1592,2024-11-12,1,67645.0,Christopher Freeman,INV-2024-03729
1593,2024-11-12,1,47497.0,Christopher Wilson,INV-2024-02638
1594,2024-11-12,1,48647.0,Cindy Hayes,INV-2024-00175
1595,2024-11-12,1,36868.0,Crystal Weber,INV-2024-02886
1596,2024-11-12,1,66569.0,Crystal Wilson,INV-2024-00224
1597,2024-11-12,1,61637.0,Curtis Avila,INV-2024-04725
1598,2024-11-12,1,83376.0,Dana Gonzalez,INV-2024-02655
1599,2024-11-12,1,98508.0,Daniel Hernandez,INV-2024-00167
1600,2024-11-12,1,37122.0,David Kelly,INV-2024-02894
1601,2024-11-12,1,164.0,David Mayer,INV-2024-01703
1602,2024-11-12,1,72974.0,Deanna Padilla,INV-2024-03495
1603,2024-11-12,1,29319.0,Dennis Morrison,INV-2024-03448
1604,2024-11-12,1,29439.0,Diane Armstrong,INV-2024-04534
1605,2024-11-12,1,47026.0,Dr. Michael Carson,INV-2024-04241
1606,2024-11-12,1,97631.0,Dustin Jones,INV-2024-01595
1607,2024-11-12,1,99469.0,Dustin Jones,INV-2024-01999
1608,2024-11-12,1,54980.0,Edgar Collier,INV-2024-02750
1609,2024-11-12,1,73202.0,Gary Davis DVM,INV-2024-02899
1610,2024-11-12,1,2937.0,Gwendolyn Wagner,INV-2024-03537
1611,2024-11-12,1,45417.0,Holly Jones,INV-2024-03630
1612,2024-11-12,1,6558.0,James Brown,INV-2024-03063
1613,2024-11-12,1,44662.0,Jay Hamilton,INV-2024-00404
1614,2024-11-12,1,95134.0,Jeffrey Nichols,INV-2024-02257
1615,2024-11-12,1,17934.0,Jessica Lutz,INV-2024-02078
1616,2024-11-12,1,79663.0,John Farrell,INV-2024-03426
1617,2024-11-12,1,26199.0,John Hines,INV-2024-04021
1618,2024-11-12,1,80379.0,Joseph Lewis,INV-2024-00563
1619,2024-11-12,1,46231.0,Joshua Lopez,INV-2024-01224
1620,2024-11-12,1,98940.0,Joshua Pennington,INV-2024-02309
1621,2024-11-12,1,75703.0,Joshua Santana,INV-2024-01326
1622,2024-11-12,1,32435.0,Kaitlyn Pena,INV-2024-00284
1623,2024-11-12,1,65333.0,Karen Gross,INV-2024-03579
1624,2024-11-12,1,14939.0,Karen Thomas,INV-2024-03700
1625,2024-11-12,1,59746.0,Katrina Flores,INV-2024-02189
1626,2024-11-12,1,13277.0,Kaylee Johns,INV-2024-01939
1627,2024-11-12,1,72096.0,Kevin Griffin,INV-2024-03958
1628,2024-11-12,1,58489.0,Kimberly Richardson,INV-2024-04137
1629,2024-11-12,1,86610.0,Kyle Chavez,INV-2024-04131
1630,2024-11-12,1,35805.0,Kyle Cruz,INV-2024-04125
1631,2024-11-12,1,52647.0,Kyle Smith,INV-2024-04698
1632,2024-11-12,1,31569.0,Kylie Martinez,INV-2024-01748
1633,2024-11-12,1,32341.0,Lauren Butler,INV-2024-02911
1634,2024-11-12,1,12232.0,Laurie Armstrong MD,INV-2024-01349
1635,2024-11-12,1,37083.0,Lawrence York,INV-2024-03761
1636,2024-11-12,1,16815.0,Leslie Lambert,INV-2024-01861
1637,2024-11-12,1,95939.0,Mark Foley,INV-2024-04060
1638,2024-11-12,1,78578.0,Mary Fernandez,INV-2024-03399
1639,2024-11-12,1,26546.0,Melinda Taylor,INV-2024-02272
1640,2024-11-12,1,36649.0,Melissa Flores,INV-2024-02756
1641,2024-11-12,1,44133.0,Melissa Lawrence,INV-2024-03966
1642,2024-11-12,1,54635.0,Michael Blanchard,INV-2024-01097
1643,2024-11-12,1,96953.0,Michael Humphrey,INV-2024-01438
1644,2024-11-12,1,85216.0,Michael Miller,INV-2024-03888
1645,2024-11-12,1,72349.0,Michele Griffin,INV-2024-00217
1646,2024-11-12,1,94980.0,Michelle Jenkins,INV-2024-00066
1647,2024-11-12,1,88041.0,Michelle Peterson,INV-2024-04320
1648,2024-11-12,1,76251.0,Monique Gonzalez,INV-2024-04401
1649,2024-11-12,1,1163.0,Mr. Douglas Christian,INV-2024-02671
1650,2024-11-12,1,20831.0,Nathaniel Rich,INV-2024-02022
1651,2024-11-12,1,67210.0,Nicole Glass,INV-2024-00437
1652,2024-11-12,1,88361.0,Patrick Green,INV-2024-00733
1653,2024-11-12,1,69794.0,Rebecca Dorsey,INV-2024-01188
1654,2024-11-12,1,70746.0,Rebecca Johnson,INV-2024-03511
1655,2024-11-12,1,50738.0,Robert Mitchell,INV-2024-03038
1656,2024-11-12,1,61727.0,Samuel Moore,INV-2024-02503
1657,2024-11-12,1,60036.0,Sandra Kirby,INV-2024-03266
1658,2024-11-12,1,51847.0,Sarah Lee,INV-2024-02325
1659,2024-11-12,1,60921.0,Savannah King,INV-2024-04400
1660,2024-11-12,1,13374.0,Scott Harris,INV-2024-04820
1661,2024-11-12,1,9961.0,Teresa Alexander,INV-2024-02131
1662,2024-11-12,1,95969.0,Tracy Weiss,INV-2024-01264
1663,2024-11-12,1,21926.0,Travis Woods,INV-2024-04047
1664,2024-11-12,1,30564.0,Tyler Jimenez,INV-2024-02242
1665,2024-11-12,1,83419.0,Veronica Griffin,INV-2024-03007
1666,2024-11-12,1,40862.0,Victor Cruz,INV-2024-04259
1667,2024-11-12,1,46553.0,William Mason,INV-2024-03301
1668,2024-11-12,1,32100.0,William Smith,INV-2024-04158
1669,2024-11-11,1,93960.0,Andre Rosales,INV-2024-00942
1670,2024-11-11,1,13762.0,Andrew Allen,INV-2024-02339
1671,2024-11-11,1,23194.0,Angelica Mcdonald,INV-2024-00723
1672,2024-11-11,1,1306.0,Ashley Jensen,INV-2024-01762
1673,2024-11-11,1,43283.0,Betty Oliver,INV-2024-01344
1674,2024-11-11,1,56780.0,Betty Oliver,INV-2024-02533
1675,2024-11-11,1,40066.0,Bradley Russell,INV-2024-02780
1676,2024-11-11,1,45737.0,Bryan Zimmerman,INV-2024-03089
1677,2024-11-11,1,84898.0,Cathy Vega,INV-2024-02334
1678,2024-11-11,1,7111.0,Charles Woodard,INV-2024-01512
1679,2024-11-11,1,23254.0,Christina James,INV-2024-00330
1680,2024-11-11,1,57575.0,Christopher Campos,INV-2024-02381
1681,2024-11-11,1,51768.0,Christopher Ross,INV-2024-02175
1682,2024-11-11,1,42050.0,Collin Mckinney Jr.,INV-2024-02366
1683,2024-11-11,1,42421.0,Colton Thomas,INV-2024-04222
1684,2024-11-11,1,34530.0,Daniel Gentry,INV-2024-03252
1685,2024-11-11,1,85139.0,Danielle Murray,INV-2024-01724
1686,2024-11-11,1,52958.0,David Melton,INV-2024-00187
1687,2024-11-11,1,36408.0,Dawn Morgan,INV-2024-00611
1688,2024-11-11,1,11950.0,Donna Merritt,INV-2024-02126
1689,2024-11-11,1,55134.0,Elizabeth Hall,INV-2024-04738
1690,2024-11-11,1,21055.0,Eric Fernandez,INV-2024-01831
1691,2024-11-11,1,23222.0,Erica Carrillo,INV-2024-02351
1692,2024-11-11,1,25016.0,Evan Torres,INV-2024-03873
1693,2024-11-11,1,1268.0,Frederick Hernandez,INV-2024-01629
1694,2024-11-11,1,46065.0,Frederick Smith,INV-2024-02612
1695,2024-11-11,1,14396.0,Gabrielle Evans,INV-2024-04762
1696,2024-11-11,1,46058.0,Glenn Richard,INV-2024-04023
1697,2024-11-11,1,38913.0,Hunter Warren,INV-2024-02150
1698,2024-11-11,1,69709.0,Jack Carr,INV-2024-01824
1699,2024-11-11,1,86118.0,James Howard,INV-2024-02024
1700,2024-11-11,1,33725.0,Jennifer Carroll,INV-2024-00652
1701,2024-11-11,1,90468.0,Jenny Donovan,INV-2024-02548
1702,2024-11-11,1,15999.0,Jenny Wilkerson,INV-2024-01788
1703,2024-11-11,1,88593.0,Jessica Arnold,INV-2024-00272
1704,2024-11-11,1,46516.0,Jessica Velez,INV-2024-04921
1705,2024-11-11,1,71970.0,John Jones,INV-2024-02110
1706,2024-11-11,1,57069.0,Joseph Griffin,INV-2024-03819
1707,2024-11-11,1,86346.0,Joseph Turner,INV-2024-04763
1708,2024-11-11,1,79694.0,Joshua Brooks,INV-2024-04607
1709,2024-11-11,1,74430.0,Karen Gross,INV-2024-02104
1710,2024-11-11,1,12886.0,Kathleen Davis,INV-2024-00642
1711,2024-11-11,1,40356.0,Kayla Hill,INV-2024-03278
1712,2024-11-11,1,1124.0,Kelly Thomas,INV-2024-02581
1713,2024-11-11,1,94230.0,Kimberly Lucas,INV-2024-02579
1714,2024-11-11,1,40958.0,Kristen West,INV-2024-03614
1715,2024-11-11,1,25939.0,Kristen Wilson,INV-2024-01687
1716,2024-11-11,1,90843.0,Kyle Burnett,INV-2024-00830
1717,2024-11-11,1,90607.0,Laura Foster,INV-2024-00905
1718,2024-11-11,1,69938.0,Laura Nguyen,INV-2024-04761
1719,2024-11-11,1,69549.0,Lisa Young,INV-2024-03606
1720,2024-11-11,1,93252.0,Loretta Ross,INV-2024-04923
1721,2024-11-11,1,27594.0,Lynn Kidd,INV-2024-03787
1722,2024-11-11,1,11042.0,Megan Johnson,INV-2024-04359
1723,2024-11-11,1,64968.0,Meghan Pena,INV-2024-00265
1724,2024-11-11,1,35218.0,Michael Spence,INV-2024-02632
1725,2024-11-11,1,58799.0,Michelle Gonzalez,INV-2024-00192
1726,2024-11-11,1,64107.0,Michelle Gross,INV-2024-01635
1727,2024-11-11,1,18934.0,Mrs. Susan Nichols,INV-2024-04243
1728,2024-11-11,1,60857.0,Nancy Cook,INV-2024-00494
1729,2024-11-11,1,79152.0,Nancy Cook,INV-2024-00978
1730,2024-11-11,1,58503.0,Nicole Marquez,INV-2024-01825
1731,2024-11-11,1,2643.0,Phillip Pearson,INV-2024-01596
1732,2024-11-11,1,51496.0,Rachel Douglas,INV-2024-02827
1733,2024-11-11,1,42486.0,Rebecca Garza,INV-2024-02546
1734,2024-11-11,1,88323.0,Rebecca Thompson,INV-2024-03174
1735,2024-11-11,1,84498.0,Richard Duncan,INV-2024-02724
1736,2024-11-11,1,86697.0,Robert Gutierrez,INV-2024-00163
1737,2024-11-11,1,56852.0,Robert Mcdonald,INV-2024-04855
1738,2024-11-11,1,92119.0,Ronald Austin,INV-2024-03860
1739,2024-11-11,1,23667.0,Russell Reyes,INV-2024-03731
1740,2024-11-11,1,76529.0,Ryan Harrison,INV-2024-00576
1741,2024-11-11,1,51485.0,Sandra Dixon,INV-2024-01666
1742,2024-11-11,1,82438.0,Stephanie Reed,INV-2024-01879
1743,2024-11-11,1,14289.0,Steven Jones,INV-2024-00520
1744,2024-11-11,1,47999.0,Steven Smith,INV-2024-00472
1745,2024-11-11,1,76854.0,Steven Welch,INV-2024-01810
1746,2024-11-11,1,45079.0,Tammy Harper,INV-2024-00269
1747,2024-11-11,1,53325.0,Terri Gonzales,INV-2024-02338
1748,2024-11-11,1,97902.0,Tracy Garrett,INV-2024-03338
1749,2024-11-11,1,42498.0,Travis Garcia,INV-2024-03848
1750,2024-11-11,1,68753.0,Tyler Vance,INV-2024-04846
1751,2024-11-10,1,86932.0,Aaron Boyd,INV-2024-02326
1752,2024-11-10,1,25156.0,Alan Martin,INV-2024-02495
1753,2024-11-10,1,69043.0,Alicia Lewis,INV-2024-02250
1754,2024-11-10,1,21155.0,Amanda Hernandez,INV-2024-02452
1755,2024-11-10,1,50304.0,Amber Cruz,INV-2024-00858
1756,2024-11-10,1,52138.0,Ashlee Schultz,INV-2024-04657
1757,2024-11-10,1,42358.0,Austin Jones,INV-2024-01722
1758,2024-11-10,1,37207.0,Autumn Butler,INV-2024-00312
1759,2024-11-10,1,19769.0,Beth Atkinson,INV-2024-04200
1760,2024-11-10,1,33927.0,Bryan Young,INV-2024-04658
1761,2024-11-10,1,72192.0,Candace Lawson,INV-2024-04874
1762,2024-11-10,1,48457.0,Charlene Taylor,INV-2024-01446
1763,2024-11-10,1,24625.0,Charles Nguyen,INV-2024-00309
1764,2024-11-10,1,34647.0,Chelsea Weaver,INV-2024-00075
1765,2024-11-10,1,66844.0,Christian Wall,INV-2024-03573
1766,2024-11-10,1,30346.0,Christine Elliott,INV-2024-04968
1767,2024-11-10,1,531.0,Christopher Barnes,INV-2024-00578
1768,2024-11-10,1,54588.0,Christopher Campos,INV-2024-02954
1769,2024-11-10,1,38371.0,Corey Brown,INV-2024-04891
1770,2024-11-10,1,79519.0,Courtney Boyd,INV-2024-03057
1771,2024-11-10,1,29413.0,Courtney Schultz,INV-2024-03901
1772,2024-11-10,1,44338.0,Cynthia Casey,INV-2024-01529
1773,2024-11-10,1,27920.0,Cynthia Garcia,INV-2024-00005
1774,2024-11-10,1,41684.0,Cynthia Prince,INV-2024-00171
1775,2024-11-10,1,99967.0,Dawn Evans,INV-2024-00379
1776,2024-11-10,1,5055.0,Devin Thomas,INV-2024-00211
1777,2024-11-10,1,29729.0,Dr. Joseph Rojas MD,INV-2024-00261
1778,2024-11-10,1,40602.0,Edwin Henry,INV-2024-00254
1779,2024-11-10,1,48512.0,Emily Johnson,INV-2024-02601
1780,2024-11-10,1,4953.0,Erica Gibson,INV-2024-01374
1781,2024-11-10,1,26735.0,Erica Williams,INV-2024-02356
1782,2024-11-10,1,79985.0,Erik Nunez,INV-2024-00755
1783,2024-11-10,1,13627.0,Gregory Taylor,INV-2024-02043
